pl_name,hostname,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist,ra,dec,st_spectype,st_teff,st_mass,st_rad
TOI-5082.01,TOI-5082,1,Transit,2024,4.24012200000,0.0512048420,2.54811000,7.03000000,43.14060000,106.5695780,22.6831477,,5670.00,0.996650,0.930000
TOI-5108 b,TOI-5108,1,Transit,2025,6.75358100000,0.0730000000,6.60000000,32.00000000,130.91900000,166.2695041,11.2464069,,5808.00,1.100000,1.290000
TOI-5110 b,TOI-5110,1,Transit,2024,30.15857700000,0.2157000000,11.98240037,921.70238030,392.25900000,94.4042694,31.6103309,,6160.00,1.469000,2.333000
TOI-512 b,TOI-512,1,Transit,2025,7.18886000000,,1.54000000,3.57000000,67.39750000,96.6467023,-38.6072095,,5277.00,0.740000,0.890000
TOI-5126 b,TOI-5126,2,Transit,2023,5.45883850000,0.0651900000,4.74000000,20.20000000,160.41400000,151.6597827,18.6340631,F V,6150.00,1.240000,1.241000
TOI-5126 c,TOI-5126,2,Transit,2023,17.89990000000,0.1439000000,3.86000000,14.20000000,160.41400000,151.6597827,18.6340631,F V,6150.00,1.240000,1.241000
TOI-5143 c,TOI-5143,1,Transit,2025,5.20971180000,0.0560200000,16.25302201,,181.38000000,165.3651202,5.1394812,K V,5183.00,0.864000,0.852000
TOI-5153 b,TOI-5153,1,Transit,2022,20.33003000000,0.1580000000,11.88151954,1036.12060682,390.48400000,91.5403204,-19.9534443,F8 V,6300.00,1.240000,1.400000
TOI-5159 b,TOI-5159,1,Transit,2026,5.83639428843,,1.54732112,3.01000000,55.17880000,142.7859562,20.0193431,,5156.16,0.900000,0.854084
TOI-5160 b,TOI-5160,1,Transit,2026,4.28077325600,,2.39729851,6.33000000,151.46500000,114.6393985,31.3944536,,5622.14,1.003000,1.033150
TOI-5174 b,TOI-5174,1,Transit,2022,12.21428600000,,5.35100000,24.80000000,197.24300000,174.1094967,-2.0233506,,5643.77,1.000000,1.094570
TOI-5181 A b,TOI-5181 A,1,Transit,2025,3.89222950000,0.0522000000,13.34989601,330.54154328,480.15500000,280.6774738,21.6998203,,6060.00,1.250000,1.530000
TOI-519 b,TOI-519,1,Transit,2021,1.26523280000,0.0159000000,11.54525012,147.15455244,115.55700000,124.6067582,-19.6627918,M V,3322.00,0.335000,0.350000
TOI-5205 b,TOI-5205,1,Transit,2023,1.63075700000,0.0199000000,11.60000000,343.00000000,86.44930000,313.7706819,24.3609770,M4.0,3430.00,0.392000,0.394000
TOI-521 b,TOI-521,1,Transit,2025,1.54285047000,0.0195000000,1.98000000,5.30000000,60.94250000,123.3442567,12.2221079,M3,3544.00,0.420000,0.421000
TOI-5210 b,TOI-5210,1,Transit,2025,4.56610610000,0.0557000000,10.72699453,81.99972901,302.08600000,314.3169230,21.9502055,,5723.00,1.105000,1.209000
TOI-5218 b,TOI-5218,1,Transit,2024,4.29145200000,0.0469000000,9.86000000,657.00000000,377.48300000,292.6634642,71.7629612,,4230.00,0.739000,0.708000
TOI-5232 b,TOI-5232,1,Transit,2024,4.09666920000,0.0559300000,12.77823800,743.71847238,609.38800000,294.3374248,35.2764934,,6500.00,1.389000,1.785000
TOI-5238 b,TOI-5238,1,Transit,2022,4.87217100000,,5.22000000,23.70000000,290.64600000,223.3588909,68.8594720,,5631.00,1.000000,1.022830
TOI-5261 b,TOI-5261,1,Transit,2025,4.15097680000,0.0513400000,11.60129502,3651.84839643,377.05400000,305.4585453,19.4358468,,5790.00,1.037000,1.021000
TOI-5292 A b,TOI-5292 A,1,Transit,2026,2.02191000000,0.0279000000,12.64373023,412.85910069,337.09500000,344.2223631,-8.1197473,M0&plusmn;0.5,3919.00,0.596000,0.611000
TOI-5293 A b,TOI-5293 A,1,Transit,2023,2.93028900000,0.0340000000,11.90000000,170.40000000,162.22900000,355.8286820,-2.0450945,M3+/-1,3586.00,0.540000,0.520000
TOI-530 b,TOI-530,1,Transit,2021,6.38759700000,0.0520000000,9.30345398,127.13136280,148.76200000,103.4128333,12.8815784,M0.5 V,3659.00,0.530000,0.540000
TOI-5300 b,TOI-5300,1,Transit,2025,2.26219600000,0.0295000000,9.86390302,190.69704420,162.51000000,356.4811370,0.4587978,K4 V,4610.00,0.670000,0.650000
TOI-5301 b,TOI-5301,1,Transit,2024,5.85885800000,0.0730000000,13.09208946,1182.32167404,629.16100000,12.9908008,13.0783712,,6240.00,1.483000,2.190000
TOI-5319 b,TOI-5319,1,Transit,2024,4.07853000000,0.0506000000,2.83000000,8.40000000,61.17100000,35.2135563,23.5204408,M,3580.00,0.500000,0.485000
TOI-532 b,TOI-532,1,Transit,2021,2.32665080000,0.0296000000,5.82000000,61.50000000,135.04700000,85.0800537,11.5626373,,3927.00,0.639000,0.612000
TOI-5322 b,TOI-5322,1,Transit,2025,5.42332070000,0.0604000000,16.61170940,184.02264765,476.89900000,6.5293373,14.3364283,,5692.00,0.998000,1.462000
TOI-5335 b,TOI-5335,1,Transit,2026,3.61365988443,,4.02422162,15.30000000,331.28900000,46.9523734,15.3590831,,5528.92,0.945000,0.916633
TOI-5340 b,TOI-5340,1,Transit,2025,4.93943920000,0.0628000000,15.07607904,270.15414595,532.62900000,59.3094816,22.3783373,,5990.00,1.350000,1.842000
TOI-5344 b,TOI-5344,1,Transit,2023,3.79262200000,0.0404100000,10.60369574,130.94530368,138.36700000,63.2662165,20.9151568,,3747.00,0.612000,0.588000
TOI-5349 b,TOI-5349,1,Transit,2026,3.31792100000,0.0369000000,10.20000000,127.40000000,188.33600000,52.7125703,20.8796279,M1+/-0.5,3751.00,0.610000,0.580000
TOI-5350 b,TOI-5350,1,Transit,2025,7.58136700000,0.0796000000,12.41955062,2094.48920213,277.41900000,74.4023015,21.6019759,,6220.00,1.167000,1.263000
TOI-5380 b,TOI-5380,1,Transit,2026,3.77229247873,,3.48093238,11.90000000,286.78100000,112.7611492,73.1287844,,6400.78,1.343000,1.562100
TOI-5386 A b,TOI-5386 A,1,Transit,2025,3.62156552000,0.0485600000,14.70618268,155.10026262,394.48600000,226.1069193,60.5362318,,6094.00,1.165000,1.245000
TOI-5388.01,TOI-5388,1,Transit,2024,2.59467480000,0.0243358550,0.99000000,2.20000000,18.52260000,152.1765169,35.5475571,M3.0 V,3440.00,0.292000,0.300000
TOI-5398 b,TOI-5398,2,Transit,2022,10.59054700000,0.0980000000,10.30000000,58.70000000,130.85500000,161.8795569,36.3294345,G V,6000.00,1.146000,1.051000
TOI-5398 c,TOI-5398,2,Transit,2023,4.77271000000,0.0570000000,3.52000000,11.80000000,130.85500000,161.8795569,36.3294345,G V,6000.00,1.146000,1.051000
TOI-540 b,TOI-540,1,Transit,2020,1.23914910000,0.0122300000,0.90300000,0.67400000,14.00220000,76.3096949,-47.9375391,M V,3216.00,0.159000,0.189500
TOI-5422 b,TOI-5422,1,Transit,2026,5.37721900000,0.0619000000,9.10169233,8899.19539600,346.14100000,86.8436173,25.6260342,,5820.00,1.066000,1.474000
TOI-544 b,TOI-544,2,Transit,2022,1.54835200000,0.0225000000,2.01800000,2.89000000,41.11660000,82.2900716,-0.3428983,,4169.00,0.631000,0.623000
TOI-544 c,TOI-544,2,Radial Velocity,2023,50.08900000000,,4.92000000,21.50000000,41.11660000,82.2900716,-0.3428983,,4169.00,0.631000,0.623000
TOI-5486 b,TOI-5486,1,Transit,2026,2.02470073205,,3.96824928,14.90000000,89.68110000,190.5495041,3.7886012,,3750.17,0.548138,0.553216
TOI-5489 b,TOI-5489,2,Transit,2025,3.15222000000,,1.40000000,2.54000000,45.09070000,128.6912940,11.4895882,,3547.00,0.410000,0.420000
TOI-5489 c,TOI-5489,2,Transit,2025,4.92126000000,,1.28000000,2.18000000,45.09070000,128.6912940,11.4895882,,3547.00,0.410000,0.420000
TOI-5502 b,TOI-5502,1,Transit,2026,11.62592988285,,4.12873780,15.90000000,248.65400000,135.2040560,27.9983339,,6088.71,1.244000,1.323750
TOI-5515 b,TOI-5515,1,Transit,2026,8.59225810839,,2.65362762,7.53000000,135.45900000,139.6163639,16.9899558,,5483.65,0.963000,0.835682
TOI-5532 b,TOI-5532,1,Transit,2026,5.65396594310,,2.52763693,6.93000000,90.99850000,41.3804035,5.1507331,,4208.45,0.636083,0.662052
TOI-5542 b,TOI-5542,1,Transit,2022,75.12375000000,0.3320000000,11.30986153,419.53349724,348.84900000,302.7984228,-61.1354659,G3 V,5700.00,0.890000,1.058000
TOI-5573 b,TOI-5573,1,Transit,2025,8.79758977000,0.0712000000,9.75000000,112.00000000,186.56200000,136.4259999,55.3071309,,3790.00,0.619000,0.594000
TOI-558 b,TOI-558,1,Transit,2021,14.57407100000,0.1291000000,12.17295304,1147.36054927,402.63000000,42.2915093,-58.0246828,F V,6466.00,1.349000,1.496000
TOI-559 b,TOI-559,1,Transit,2021,6.98390950000,0.0723000000,12.22899794,1910.14872607,233.26600000,46.8186159,-31.1629951,G V,5925.00,1.026000,1.233000
TOI-5592 b,TOI-5592,1,Transit,2025,2.60858460000,0.0393500000,17.14974047,285.72773789,597.02600000,106.6800684,65.8572490,,6237.00,1.194000,1.393000
TOI-5595 b,TOI-5595,1,Transit,2026,5.99002553853,,4.73740402,20.10000000,136.95500000,110.4601649,35.2219829,,4417.30,0.645000,0.743344
TOI-5599 b,TOI-5599,1,Transit,2026,5.43691503941,,7.18882120,40.90000000,547.94800000,199.3262375,55.6815392,,6137.02,1.210000,1.913340
TOI-5605 b,TOI-5605,1,Transit,2026,5.91340454843,,2.52611303,6.92000000,95.07350000,150.5380078,50.1453867,,4583.79,0.680000,0.736044
TOI-561 b,TOI-561,4,Transit,2020,0.44656970000,0.0106400000,1.39700000,2.02000000,85.79900000,148.1851516,6.2161030,G9 V,5342.00,0.806000,0.843000
TOI-561 c,TOI-561,4,Transit,2020,10.77883800000,0.0889000000,2.86500000,5.93000000,85.79900000,148.1851516,6.2161030,G9 V,5342.00,0.806000,0.843000
TOI-561 d,TOI-561,4,Transit,2020,25.71268000000,0.1587000000,2.61500000,13.33000000,85.79900000,148.1851516,6.2161030,G9 V,5342.00,0.806000,0.843000
TOI-561 e,TOI-561,4,Transit,2020,77.14400000000,0.3300000000,2.51700000,12.40000000,85.79900000,148.1851516,6.2161030,G9 V,5342.00,0.806000,0.843000
TOI-5614 b,TOI-5614,1,Transit,2026,4.17221328949,,3.21759316,10.40000000,223.01600000,189.4323154,69.4584273,,4553.00,0.674000,0.734919
TOI-5616 b,TOI-5616,1,Transit,2024,2.00284900000,0.0272000000,10.78000000,624.00000000,390.41500000,184.9016378,48.6832895,,3996.00,0.666000,0.646000
TOI-5624 b,TOI-5624,5,Transit,2026,3.39034730000,0.0420100000,2.31400000,9.40000000,101.91300000,180.8443476,49.2512257,,5327.00,0.858000,0.820000
TOI-5624 c,TOI-5624,5,Transit,2026,7.88538500000,0.0737400000,2.47400000,4.80000000,101.91300000,180.8443476,49.2512257,,5327.00,0.858000,0.820000
TOI-5624 d,TOI-5624,5,Transit,2026,13.73146800000,0.1067000000,3.58400000,4.90000000,101.91300000,180.8443476,49.2512257,,5327.00,0.858000,0.820000
TOI-5624 e,TOI-5624,5,Transit,2026,21.48993600000,0.1439000000,3.24700000,8.90000000,101.91300000,180.8443476,49.2512257,,5327.00,0.858000,0.820000
TOI-5624 f,TOI-5624,5,Transit Timing Variations,2026,45.37000000000,0.2366000000,3.66000000,13.00000000,101.91300000,180.8443476,49.2512257,,5327.00,0.858000,0.820000
TOI-5630 b,TOI-5630,1,Transit,2026,3.22118452536,,2.37117553,6.22000000,134.04700000,236.4538532,40.3748618,,5385.64,0.934000,0.933361
TOI-5634 A b,TOI-5634 A,1,Transit,2024,2.20353730000,0.0272000000,10.42000000,588.00000000,306.14400000,175.6436366,20.9652921,,3896.00,0.556000,0.540000
TOI-564 b,TOI-564,1,Transit,2020,1.65114400000,0.0273400000,11.43318000,464.98529000,199.58100000,130.2951535,-16.0363275,,5640.00,0.998000,1.088000
TOI-5678 b,TOI-5678,1,Transit,2023,47.73022000000,0.2490000000,4.91000000,20.00000000,165.39300000,47.3841872,-34.1984808,G7 V,5485.00,0.905000,0.938000
TOI-5688 A b,TOI-5688 A,1,Transit,2024,2.94815527000,0.0337900000,10.30000000,124.00000000,226.31800000,266.9231001,47.7050486,,3713.00,0.600000,0.570000
TOI-5704 b,TOI-5704,1,Transit,2023,3.77111600000,,3.22740000,10.50000000,89.63700000,169.8248694,44.9890782,,4590.00,0.730000,0.757500
TOI-5713 b,TOI-5713,1,Transit,2024,10.44198900000,0.0600800000,1.77000000,3.78000000,40.86680000,208.4587323,52.6027628,M3.5+/-0.5,3225.00,0.265300,0.299200
TOI-5716 b,TOI-5716,1,Transit,2025,6.76630000000,,0.96000000,0.84000000,39.41220000,201.9007989,73.1774325,,3436.00,0.190000,0.220000
TOI-5720 b,TOI-5720,1,Transit,2024,1.43445550000,0.0182880000,1.09000000,4.30000000,35.82560000,170.3135774,25.2732942,M3.5 +/- 1.0,3325.00,0.383000,0.383000
TOI-5726.01,TOI-5726,1,Transit,2024,5.49112521500,0.0621860000,2.55400000,7.05000000,108.84800000,123.3950504,68.5745899,,5874.00,1.060000,1.106000
TOI-5728 b,TOI-5728,1,Transit,2025,11.49761000000,,1.31000000,2.27000000,54.70450000,260.3509363,67.5504212,,3419.00,0.360000,0.370000
TOI-5734 b,TOI-5734,1,Transit,2026,6.18418760000,0.0592100000,2.10000000,9.10000000,32.51020000,111.2558179,37.2311218,K3-K4 V,4750.00,0.724000,0.639000
TOI-5736 b,TOI-5736,1,Transit,2025,0.64899000000,,1.56000000,3.05000000,92.36040000,213.7583971,49.5009379,,3949.00,0.570000,0.580000
TOI-5777 b,TOI-5777,1,Transit,2026,6.91716177373,,3.09551273,9.78000000,114.27700000,141.0022390,82.8586961,,4408.03,0.658000,0.671912
TOI-5786 b,TOI-5786,1,Transit,2025,12.77910700000,0.1140000000,8.54000000,73.00000000,192.47500000,293.3223259,30.7042468,,6235.00,1.230000,1.360000
TOI-5788 b,TOI-5788,2,Transit,2026,6.34075800000,0.0640000000,1.52800000,3.72000000,97.61400000,287.4249017,31.7615284,,5615.00,0.870000,0.870000
TOI-5788 c,TOI-5788,2,Transit,2026,16.21336200000,0.1197000000,2.27200000,6.40000000,97.61400000,287.4249017,31.7615284,,5615.00,0.870000,0.870000
TOI-5789 b,TOI-5789,4,Radial Velocity,2026,2.76369000000,0.0360800000,1.26000000,2.12000000,20.45810000,302.7734475,16.1897138,K1 V,5185.00,0.821000,0.833000
TOI-5789 c,TOI-5789,4,Transit,2026,12.92774800000,0.1009000000,2.86000000,5.00000000,20.45810000,302.7734475,16.1897138,K1 V,5185.00,0.821000,0.833000
TOI-5789 d,TOI-5789,4,Radial Velocity,2026,29.65000000000,0.1756000000,1.91000000,4.29000000,20.45810000,302.7734475,16.1897138,K1 V,5185.00,0.821000,0.833000
TOI-5789 e,TOI-5789,4,Radial Velocity,2026,62.98000000000,0.2901000000,3.43000000,11.61000000,20.45810000,302.7734475,16.1897138,K1 V,5185.00,0.821000,0.833000
TOI-5795 b,TOI-5795,1,Transit,2025,6.14063250000,0.0640000000,5.62000000,23.66000000,156.53000000,304.8687820,-7.5476595,G3 V,5715.00,0.901000,1.082000
TOI-5799 b,TOI-5799,2,Transit,2024,4.16450700000,0.0348000000,1.73300000,3.65000000,27.81230000,301.6301790,15.9891418,M2 V,3452.00,0.325000,0.321000
TOI-5799 c,TOI-5799,2,Transit,2025,14.01044900000,0.0782000000,1.76000000,3.75000000,27.81230000,301.6301790,15.9891418,M2 V,3452.00,0.325000,0.321000
TOI-5800 b,TOI-5800,1,Transit,2025,2.62788380000,0.0344000000,2.46000000,9.50000000,42.90520000,305.0655462,-7.4119237,K3 V,4850.00,0.778000,0.773000
TOI-5803 b,TOI-5803,1,Transit,2023,5.38305000000,,3.27320000,10.70000000,84.01260000,327.2487497,6.2781777,,5134.00,0.870000,0.762500
TOI-5817 b,TOI-5817,1,Transit,2025,15.61031000000,0.1223000000,3.08000000,10.30000000,80.75420000,322.3777987,21.4745270,G2 IV-V,5770.00,0.970000,1.427000
TOI-5882 b,TOI-5882,1,Transit,2025,7.14897200000,0.0804000000,11.46678726,6995.40323807,416.10400000,311.8886385,34.7374918,,5920.00,1.334000,2.260000
TOI-5916 b,TOI-5916,1,Transit,2026,2.36712800000,0.0262000000,11.35469745,226.61165419,199.72400000,325.2995114,9.5990534,M2&plusmn;0.5,3613.00,0.477000,0.480000
TOI-5926 b,TOI-5926,1,Transit,2026,3.81122794237,,7.56807148,44.60000000,275.10300000,308.0784435,15.5030795,,5388.92,0.946000,0.890046
TOI-5938 b,TOI-5938,1,Transit,2026,2.26042400000,0.0308000000,3.82000000,14.00000000,114.03500000,303.9088422,28.6592261,,4650.00,0.744000,0.712000
TOI-6000 b,TOI-6000,1,Transit,2025,0.44895900000,,0.94000000,0.77900000,75.76640000,292.6062979,68.1545924,,3419.00,0.370000,0.380000
TOI-6002 b,TOI-6002,1,Transit,2024,10.90482100000,0.0572200000,1.65000000,3.36000000,32.02660000,299.6142524,32.2871702,M3.5+/-0.5,3229.00,0.210100,0.243200
TOI-6008 b,TOI-6008,1,Transit,2024,0.85743470000,0.0107770000,1.03000000,4.00000000,23.10080000,310.4487344,49.6468992,M5.0,3075.00,0.230000,0.242000
TOI-6016 b,TOI-6016,1,Transit,2024,4.02368700000,0.0550000000,13.67495645,371.85923619,364.71500000,4.5239602,59.7661983,F,6110.00,1.310000,1.510000
TOI-6019 b,TOI-6019,1,Transit,2026,14.54795200000,0.1212000000,12.30000000,149.00000000,260.34200000,355.0913498,35.9408402,,5561.00,1.130000,2.020000
TOI-6029 b,TOI-6029,1,Transit,2024,5.79870000000,,14.39233122,519.64944544,603.11900000,8.3862555,61.8607659,,6223.00,1.548000,2.338000
TOI-6034 b,TOI-6034,1,Transit,2024,2.57618400000,0.0294900000,11.92000000,254.00000000,117.99200000,317.9001392,68.4020762,,3635.00,0.514000,0.489000
TOI-6038 A b,TOI-6038 A,1,Transit,2025,5.82673110000,0.0690000000,6.41000000,78.50000000,179.14700000,51.6572691,40.8172704,,6110.00,1.291000,1.648000
TOI-6041 b,TOI-6041,2,Transit,2025,26.04945000000,0.1651000000,4.55000000,28.90000000,72.47310000,46.0610334,43.5576668,G7,5445.00,0.885000,0.879000
TOI-6041 c,TOI-6041,2,Radial Velocity,2025,88.00000000000,0.3721000000,10.50000000,77.90000000,72.47310000,46.0610334,43.5576668,G7,5445.00,0.885000,0.879000
TOI-6054.01,TOI-6054,2,Transit,2024,7.50142800000,0.0763000000,2.64000000,12.50000000,79.40700000,56.3370070,60.3509170,,6047.00,1.107000,1.662000
TOI-6054.02,TOI-6054,2,Transit,2024,12.56363600000,0.1079000000,2.82000000,9.30000000,79.40700000,56.3370070,60.3509170,,6047.00,1.107000,1.662000
TOI-6080 b,TOI-6080,1,Transit,2026,8.05562348084,,3.32424168,11.00000000,188.18300000,266.6044226,38.0787076,,5775.46,1.010000,1.062210
TOI-6086 b,TOI-6086,1,Transit,2024,1.38887250000,0.0154100000,1.18000000,1.76000000,31.45660000,265.3704236,30.3037755,M3.0,3200.00,0.254000,0.259000
TOI-6109 b,TOI-6109,2,Transit,2025,5.69047600000,0.0599000000,4.87040000,21.10000000,151.73800000,50.1319206,42.6069564,G3,5660.00,1.030000,1.021000
TOI-6109 c,TOI-6109,2,Transit,2025,8.53887800000,0.0786000000,4.83260000,20.80000000,151.73800000,50.1319206,42.6069564,G3,5660.00,1.030000,1.021000
TOI-6130 b,TOI-6130,1,Transit,2024,2.39267900000,0.0360000000,14.34749530,333.71982735,220.88200000,339.2050832,16.8271941,F,6110.00,1.310000,1.510000
TOI-615 b,TOI-615,1,Transit,2023,4.66159830000,0.0678000000,18.97680433,138.25535705,360.40800000,133.4086892,-40.5437010,F2 V,6850.00,1.449000,1.732000
TOI-620 b,TOI-620,1,Transit,2022,5.09881790000,0.0482500000,3.76000000,13.60000000,33.02310000,142.1734459,-12.1671652,M2.5 V,3708.00,0.577000,0.550000
TOI-622 b,TOI-622,1,Transit,2023,6.40251300000,0.0708000000,9.23620010,96.30200732,123.29700000,125.3050544,-46.4842959,F6 V,6400.00,1.313000,1.415000
TOI-6223 b,TOI-6223,1,Transit,2025,3.85521900000,0.0401800000,5.07000000,22.60000000,133.12200000,355.9505977,33.0672361,M0 V,3895.00,0.582000,0.576000
TOI-6255 b,TOI-6255,1,Transit,2024,0.23818244000,,1.07900000,1.44000000,20.31670000,331.5031606,39.2988284,,3421.00,0.353000,0.370000
TOI-628 b,TOI-628,1,Transit,2021,3.40956750000,0.0486000000,11.88154000,2011.86390000,178.68000000,99.2630608,1.7675497,,6250.00,1.311000,1.345000
TOI-6281 b,TOI-6281,1,Transit,2026,1.05426244177,,1.92416074,4.36000000,57.74510000,172.3785238,-40.6094246,,4533.23,0.650000,0.874219
TOI-6303 b,TOI-6303,1,Transit,2025,9.48523600000,0.0761000000,11.59000000,2493.00000000,152.21900000,46.7806502,40.1471740,,3977.00,0.644000,0.609000
TOI-6324 b,TOI-6324,1,Transit,2025,0.27922100000,,1.05900000,1.17000000,20.54880000,330.8445430,67.4986773,,3247.00,0.269000,0.293000
TOI-6330 b,TOI-6330,1,Transit,2025,6.85002460000,0.0576300000,10.89000000,3179.00000000,139.04200000,22.1679816,53.6860778,,3539.00,0.531000,0.490000
TOI-6383 A b,TOI-6383 A,1,Transit,2024,1.79058695000,0.0229200000,11.29000000,331.00000000,171.31900000,60.4246951,60.8913677,M3,3444.00,0.458000,0.457000
TOI-6393 b,TOI-6393,1,Transit,2026,9.53176110329,,2.75958542,8.04000000,186.22900000,141.2436918,68.7883127,,5008.20,0.835000,0.766023
TOI-640 b,TOI-640,1,Transit,2021,5.00377700000,0.0660800000,19.27944680,181.16219199,341.99700000,99.7345935,-36.6461300,,6460.00,1.536000,2.082000
TOI-6420 b,TOI-6420,1,Transit,2025,6.96150800000,0.0753000000,11.93756445,2606.19293740,634.71200000,125.5443036,-19.1242852,,6020.00,1.165000,1.312000
TOI-6448 b,TOI-6448,1,Transit,2025,14.84426100000,0.1310000000,8.47398941,54.00000000,386.87900000,110.1704109,-33.9223285,,5910.00,1.030000,0.897000
TOI-6478 b,TOI-6478,1,Transit,2025,34.00501900000,0.1136000000,4.60000000,19.20000000,38.60570000,149.9918059,-16.1597935,M4.0+/-0.5,3230.00,0.230000,0.234000
TOI-654.01,TOI-654,1,Transit,2024,1.52756100000,0.0194400000,2.37800000,8.71000000,57.75530000,164.7245509,-5.5475446,M2 V,3521.00,0.419000,0.430000
TOI-6564 b,TOI-6564,1,Transit,2026,3.98541300000,0.0542000000,16.39873876,222.16205649,191.37200000,205.8178791,-56.1564491,,5943.00,1.180000,1.700000
TOI-6628 b,TOI-6628,1,Transit,2025,18.18424000000,0.1340000000,10.98480109,235.19302118,320.52700000,225.8370504,-35.2305793,,5463.00,0.970000,1.010000
TOI-663 b,TOI-663,3,Transit,2024,2.59890200000,0.0295000000,2.27000000,4.45000000,64.23080000,160.0658525,-8.5110827,M1 V,3681.00,0.514000,0.512000
TOI-663 c,TOI-663,3,Transit,2024,4.69555070000,0.0437000000,2.26000000,3.65000000,64.23080000,160.0658525,-8.5110827,M1 V,3681.00,0.514000,0.512000
TOI-663 d,TOI-663,3,Transit,2024,7.10272680000,0.0576000000,1.92000000,5.20000000,64.23080000,160.0658525,-8.5110827,M1 V,3681.00,0.514000,0.512000
TOI-6651 b,TOI-6651,1,Transit,2024,5.05697300000,0.0633000000,5.09000000,61.00000000,212.12800000,15.7885904,35.3890405,,5940.00,1.323000,1.721000
TOI-6677 b,TOI-6677,1,Transit,2026,5.45060661625,,5.83507112,28.70000000,340.52000000,290.4719117,-46.8749591,,6572.28,1.450000,1.571670
TOI-669 b,TOI-669,1,Transit,2023,3.94515200000,0.0480000000,2.58606487,10.00000000,142.86700000,158.9007013,-5.1813735,,5597.00,0.924500,0.988200
TOI-6692 b,TOI-6692,1,Transit,2026,131.12500000000,0.5120000000,11.67975789,197.05361234,312.90300000,312.6940436,-81.2723982,,5890.00,1.047000,1.385000
TOI-6695 b,TOI-6695,2,Transit,2025,80.38900000000,0.4020000000,9.52763359,66.74396547,282.53600000,129.5720221,-23.5502170,F5V-G0V,6400.00,1.338000,1.517000
TOI-6695 c,TOI-6695,2,Radial Velocity,2025,242.40000000000,0.8380000000,13.60000000,460.85119015,282.53600000,129.5720221,-23.5502170,F5V-G0V,6400.00,1.338000,1.517000
TOI-6699 b,TOI-6699,1,Transit,2026,5.32005926761,,2.32645266,6.02000000,85.84630000,317.0695839,-63.2504996,,4705.10,0.750000,0.753090
TOI-6707 b,TOI-6707,1,Transit,2026,3.83479363758,,5.72673066,27.80000000,641.46700000,109.7634707,-58.1155263,,6289.49,1.140000,1.582020
TOI-6716 b,TOI-6716,1,Transit,2026,4.71858980000,0.0319000000,0.98200000,0.91100000,18.88730000,111.6570820,-30.5521801,M4,3110.00,0.223000,0.231000
TOI-672 b,TOI-672,1,Transit,2023,3.63358100000,0.0376000000,5.31000000,50.90000000,66.90710000,167.9908627,-39.3281151,M0 V,3810.00,0.540000,0.540000
TOI-674 b,TOI-674,1,Transit,2021,1.97714300000,0.0250000000,5.25000000,23.60000000,46.08510000,164.5865592,-36.8581092,M2 V,3514.00,0.420000,0.420000
TOI-677 b,TOI-677,1,Transit,2020,11.23659850000,0.1041000000,13.11450742,392.20025424,141.81200000,144.1193594,-50.4630933,F8,6295.00,1.181000,1.280000
TOI-682.01,TOI-682,1,Transit,2021,6.83923880000,,3.74186000,13.50000000,83.15480000,167.8854300,-22.0727803,,5085.00,0.850000,1.080000
TOI-6884 b,TOI-6884,1,Transit,2026,4.80826400000,0.0629000000,10.39072511,8365.24367224,562.37600000,193.0087935,26.6739510,,6330.00,1.410000,1.840000
TOI-6894 b,TOI-6894,1,Transit,2025,3.37077196000,0.0260400000,9.58367850,53.39517238,73.81310000,173.4691418,12.4510906,,3007.00,0.207000,0.227600
TOI-6954 b,TOI-6954,1,Transit,2026,4.02074127419,,3.63524486,12.80000000,190.04200000,168.3240591,-2.7877643,,5170.87,0.834000,0.947112
TOI-697 b,TOI-697,1,Transit,2026,8.60788713593,,2.35859364,6.16000000,93.77140000,69.7042208,-36.6813257,,5681.95,0.970000,0.968149
TOI-700 b,TOI-700,4,Transit,2020,9.97721900000,0.0677000000,0.91400000,0.70400000,31.12650000,97.0957165,-65.5786149,M2.5 V,3459.00,0.415000,0.421000
TOI-700 c,TOI-700,4,Transit,2020,16.05113700000,0.0929000000,2.60000000,7.27000000,31.12650000,97.0957165,-65.5786149,M2.5 V,3459.00,0.415000,0.421000
TOI-700 d,TOI-700,4,Transit,2020,37.42396000000,0.1633000000,1.07300000,1.25000000,31.12650000,97.0957165,-65.5786149,M2.5 V,3459.00,0.415000,0.421000
TOI-700 e,TOI-700,4,Transit,2023,27.80978000000,0.1340000000,0.95300000,0.81800000,31.12650000,97.0957165,-65.5786149,M2.5 V,3459.00,0.415000,0.421000
TOI-7008 b,TOI-7008,1,Transit,2026,0.84069041367,,4.94735276,21.70000000,410.46700000,216.9882531,79.4503960,,5116.06,0.880000,0.952550
TOI-7009 b,TOI-7009,1,Transit,2026,2.32066120000,0.0287000000,3.71000000,13.30000000,184.12000000,299.5131334,55.6510291,,4080.00,0.583000,0.564000
TOI-7041 b,TOI-7041,1,Transit,2025,9.69100000000,,11.43316031,114.41822652,439.52000000,357.8021716,-50.8698618,,4700.00,1.070000,4.100000
TOI-707 b,TOI-707,1,Transit,2026,52.79918000000,0.2750000000,2.41600000,6.42000000,130.95900000,98.7295889,-67.5372743,,5424.00,0.990000,0.978000
